,target,value_count
6299,disliked,1
6300,Unfortunately,1
6301,marvellous,1
6302,Jill's,1
6303,residual,1
6304,sloped,1
6305,homo-,1
6306,frames,1
6307,financiers,1
6308,tarmac,1
6309,Bundy,1
6310,Centre,1
6311,restores,1
6312,taxi,1
6313,water-cooled,1
6314,Ellis,1
6315,125,1
6316,skills,1
6317,ous,1
6318,shakes,1
6319,deplore,1
6320,corrugation,1
6321,stoat,1
6322,bumps,1
6323,flame,1
6324,reserve,1
6325,bores,1
6326,subordinate,1
6327,Norfolk,1
6328,clawing,1
6329,chronicles,1
6330,high-speed,1
6331,arising,1
6332,halfway,1
6333,gravelly,1
6334,dislocation,1
6335,counsels,1
6336,files,1
6337,mustn't,1
6338,Istanbul,1
6339,Pesach,1
6340,shadowy,1
6341,belongs,1
6342,sop,1
6343,Edwards',1
6344,Pier-,1
6345,Disturbed,1
6346,absorption,1
6347,Banditti,1
6348,rebukes,1
6349,trout,1
6350,moaned,1
6351,NATO,1
6352,nuclides,1
6353,Medici,1
6354,challenging,1
6355,generates,1
6356,mm.,1
6357,3/0,1
6358,assuredness,1
6359,assesses,1
6360,Dickens,1
6361,obtains,1
6362,plywood,1
6363,wangled,1
6364,misplaced,1
6365,speculator,1
6366,essence,1
6367,condemnation,1
6368,sea-farers,1
6369,nuptial,1
6370,Could,1
6371,slackening,1
6372,themes,1
6373,peel,1
6374,youngster,1
6375,Roderick,1
6376,artists,1
6377,Piers',1
6378,provincial,1
6379,creek-bed,1
6380,long-ago,1
6381,DUESSELDORF,1
6382,age-structure,1
6383,Renoir,1
6384,foundations,1
6385,remunerated,1
6386,egghead,1
6387,initiative,1
6388,absorbed,1
6389,Buckley,1
6390,greedy,1
6391,reality,1
6392,unclouded,1
6393,retreated,1
6394,Gloucester,1
6395,thrusting,1
6396,minister,1
6397,1.8,1
6398,Mudd,1
6399,Hobhouse's,1
6400,noises,1
6401,-ve,1
6402,accidents,1
6403,paved,1
6404,patron,1
6405,survey,1
6406,Fortunately,1
6407,improves,1
6408,anomalies,1
6409,acting,1
6410,Vista,1
6411,chicanery,1
6412,bereaved,1
6413,overdraft,1
6414,blackness,1
6415,click,1
6416,gaps,1
6417,hundredweight,1
6418,mia,1
6419,journal,1
6420,shaded,1
6421,incomprehensible,1
6422,Driver,1
6423,muddling,1
6424,P03-189,1
6425,guitar,1
6426,discounted,1
6427,imaginary,1
6428,View,1
6429,Derby,1
6430,room-mate,1
6431,threatening,1
6432,draught,1
6433,snub,1
6434,terrace,1
6435,satis-,1
6436,ducks,1
6437,strife-torn,1
6438,recipes,1
6439,blissful,1
6440,entitled,1
6441,Battle,1
6442,"1,000",1
6443,Trebling,1
6444,sabotage,1
6445,popularity,1
6446,impurity,1
6447,Joseph,1
6448,pastel,1
6449,sands,1
6450,cordial,1
6451,glower,1
6452,Pity,1
6453,tiger,1
6454,modes,1
6455,scheming,1
6456,Zoma,1
6457,Anglian,1
6458,harrying,1
6459,Genoa,1
6460,bestowing,1
6461,Squadron,1
6462,wan,1
6463,cereals,1
6464,water-,1
6465,cane,1
6466,bosses,1
6467,seeks,1
6468,presumption,1
6469,co-operate,1
6470,foster,1
6471,trilled,1
6472,Daneman,1
6473,NEXT,1
6474,centuryish,1
6475,copepod,1
6476,constructions,1
6477,predatory,1
6478,nuclear-,1
6479,calibrated,1
6480,Fer-,1
6481,confess,1
6482,resembles,1
6483,maker,1
6484,saving,1
6485,drawing-in,1
6486,6patois,1
6487,reporting,1
6488,bedspreads,1
6489,Possible,1
6490,Palestinian,1
6491,nurse,1
6492,envisages,1
6493,devilment,1
6494,likeness,1
6495,orchards,1
6496,conference's,1
6497,fade,1
6498,maturity,1
6499,suitability,1
6500,banged,1
6501,congestion,1
6502,Gen.,1
6503,rhino,1
6504,separating,1
6505,0.15,1
6506,warnings,1
6507,alternate,1
6508,in-law,1
6509,tackles,1
6510,improbable,1
6511,futile,1
6512,posted,1
6513,78,1
6514,horse,1
6515,90-minute,1
6516,Radio,1
6517,Hampstead,1
6518,farce,1
6519,Hardy's,1
6520,consequently,1
6521,ambulances,1
6522,merchant,1
6523,Measures,1
6524,Kumasi,1
6525,stride,1
6526,Court,1
6527,Letters,1
6528,ENJOY,1
6529,Senior,1
6530,Free,1
6531,forest,1
6532,mount,1
6533,straight-forward,1
6534,discrete,1
6535,ACQUAINTANCE,1
6536,treasured,1
6537,hopeless,1
6538,happenings,1
6539,pedestrian,1
6540,hall,1
6541,tower,1
6542,Protests,1
6543,respectably,1
6544,James's,1
6545,intensive,1
6546,broker,1
6547,Canterbury,1
6548,THEM,1
6549,bre-,1
6550,descri-,1
6551,seizure,1
6552,Santa,1
6553,withholding,1
6554,deepened,1
6555,leisure,1
6556,bureau,1
6557,pre-retirement,1
6558,anion,1
6559,afford,1
6560,qualifying,1
6561,spectacularly,1
6562,advanced,1
6563,whisky,1
6564,Plot,1
6565,couched,1
6566,Fridays,1
6567,swarmed,1
6568,francs-tireurs,1
6569,Downward,1
6570,Duncan,1
6571,drone,1
6572,focussed,1
6573,Suggesting,1
6574,improvement,1
6575,League,1
6576,free-wheel,1
6577,Marilyn,1
6578,Interim,1
6579,fussed,1
6580,Foot-,1
6581,balances,1
6582,blows,1
6583,indiscretion,1
6584,flattish,1
6585,School,1
6586,materialised,1
6587,Noble,1
6588,plume,1
6589,unselfish,1
6590,2hyar,1
6591,1381,1
6592,alongside,1
6593,10.30,1
6594,worded,1
6595,awkward,1
6596,taught,1
6597,eternal,1
6598,Holiday,1
6599,stereotyped,1
6600,KRUSCHEV,1
6601,exercised,1
6602,feasts,1
6603,scarf,1
6604,Watford,1
6605,deliber-,1
6606,ceremony,1
6607,Paled,1
6608,lace-trimmed,1
6609,school-leavers,1
6610,170,1
6611,Globke,1
6612,happier,1
6613,tuneful,1
6614,differing,1
6615,sacrificed,1
6616,gentlemen,1
6617,kingdom,1
6618,1hand-,1
6619,owes,1
6620,bullying,1
6621,Six-Five,1
6622,supped,1
6623,halting,1
6624,strings,1
6625,conclusion,1
6626,sheep,1
6627,loan-word,1
6628,edging,1
6629,potting,1
6630,Malaya,1
6631,dangling,1
6632,rims,1
6633,thronged,1
6634,promising,1
6635,Obedient,1
6636,freshness,1
6637,dramatic,1
6638,Back-Face,1
6639,Fletcher,1
6640,courageous,1
6641,negotiator,1
6642,accomplishments,1
6643,tribal,1
6644,backing,1
6645,CURIOUS,1
6646,salve,1
6647,toughest,1
6648,Morfyyd,1
6649,spades,1
6650,yeoman,1
6651,"7,000,000",1
6652,ravine,1
6653,impetus,1
6654,Forever,1
6655,pink,1
6656,sequentially,1
6657,twisted,1
6658,heralded,1
6659,hand-over,1
6660,over-simplification,1
6661,Ward,1
6662,obtain,1
6663,Carlo,1
6664,viable,1
6665,hospital's,1
6666,n,1
6667,distort,1
6668,alliances,1
6669,partition,1
6670,ultimatum,1
6671,after-curry,1
6672,orientation,1
6673,wildly,1
6674,prospered,1
6675,Forty,1
6676,Indonesia,1
6677,untidy,1
6678,stabilized,1
6679,shoulders,1
6680,sirable,1
6681,1800-2200,1
6682,essences,1
6683,exchanges,1
6684,Ramah,1
6685,Whilst,1
6686,Slezak,1
6687,chatty,1
6688,Londoner,1
6689,electrically,1
6690,gawky,1
6691,mockery,1
6692,admitting,1
6693,Lincs,1
6694,Auden,1
6695,Islands,1
6696,regularity,1
6697,piecing,1
6698,grounded,1
6699,restricting,1
6700,Grundy,1
6701,offshore,1
6702,ANCING,1
6703,rob,1
6704,overhead,1
6705,spots,1
6706,dared,1
6707,shred,1
6708,1801,1
6709,continually,1
6710,emit,1
6711,committee's,1
6712,monwealth,1
6713,Hawley,1
6714,honeymoon,1
6715,Brittany,1
6716,accountant,1
6717,flummoxed,1
6718,vicious,1
6719,well-protected,1
6720,tatting,1
6721,introducing,1
6722,atmospheric,1
6723,march,1
6724,pavement,1
6725,1-litre,1
6726,F,1
6727,R.A.F.,1
6728,Grantham,1
6729,altar,1
6730,Orlando,1
6731,dares,1
6732,tartly,1
6733,Diocletian,1
6734,princely,1
6735,pursuit,1
6736,SAW,1
6737,residence,1
6738,perverted,1
6739,Navigator,1
6740,elbow,1
6741,partake,1
6742,beacon,1
6743,Halliday's,1
6744,bends,1
6745,beastly,1
6746,attracting,1
6747,70,1
6748,sheltered,1
6749,cliff,1
6750,Captain's,1
6751,Really,1
6752,threaten,1
6753,soldiering,1
6754,ammunition,1
6755,cab,1
6756,impressive,1
6757,bargains,1
6758,living-room,1
6759,paraded,1
6760,agitated,1
6761,mothers,1
6762,marches,1
6763,thyme,1
6764,Moreau,1
6765,veal,1
6766,IMMEDIATELY,1
6767,airliner's,1
6768,Fix,1
6769,gourmands,1
6770,eluate,1
6771,STATE,1
6772,Work,1
6773,Oithona,1
6774,consultation,1
6775,wonder-,1
6776,1946,1
6777,select,1
6778,shallower,1
6779,bun,1
6780,assortment,1
6781,obscured,1
6782,puffs,1
6783,inroads,1
6784,magnanimity,1
6785,unusually,1
6786,acquaintances,1
6787,5/8,1
6788,BUDGETTE,1
6789,outburst,1
6790,low-activity,1
6791,disrepu-,1
6792,squandered,1
6793,Injun,1
6794,jumped,1
6795,preparing,1
6796,substantially,1
6797,wherefores,1
6798,arrogant,1
6799,opportunities,1
6800,rump,1
6801,launching,1
6802,Went,1
6803,sub-,1
6804,punishment,1
6805,fully-fledged,1
6806,Upon,1
6807,wailings,1
6808,"100,000",1
6809,Pilate,1
6810,Polonium-210,1
6811,export,1
6812,diurnally,1
6813,ADVANCED,1
6814,paddles,1
6815,multi-racial,1
6816,pronouncements,1
6817,delineation,1
6818,fontein,1
6819,Tiredness,1
6820,gallant,1
6821,writhing,1
6822,Canadians,1
6823,descents,1
6824,unambiguously,1
6825,traitors,1
6826,Chateau,1
6827,communication,1
6828,chiefly,1
6829,puncture,1
6830,Sanh.,1
6831,minimised,1
6832,icy,1
6833,Good-bye,1
6834,aims,1
6835,lemon,1
6836,White,1
6837,recognized,1
6838,concurred,1
6839,regrettable,1
6840,mourning,1
6841,tuning,1
6842,creamy,1
6843,editress,1
6844,postpone,1
6845,aghast,1
6846,healthy,1
6847,Cannon-row,1
6848,freely,1
6849,urge,1
6850,conscience,1
6851,tolerably,1
6852,applications,1
6853,RONALD,1
6854,canery,1
6855,nimble-fingered,1
6856,discreet,1
6857,feature,1
6858,Corner,1
6859,cheaper,1
6860,"Bru""cke",1
6861,expectancy,1
6862,Guesclin,1
6863,societies,1
6864,interfered,1
6865,bows,1
6866,silences,1
6867,stuff,1
6868,mobilisation,1
6869,sane,1
6870,fed,1
6871,drummed,1
6872,climb,1
6873,betaken,1
6874,roomy,1
6875,consoled,1
6876,VERY,1
6877,shroud,1
6878,steady,1
6879,literal,1
6880,-2.6,1
6881,grill,1
6882,6Wiener,1
6883,lead-based,1
6884,voracity,1
6885,anti-railway,1
6886,bargaining,1
6887,FAIR,1
6888,Imperial,1
6889,Newmarket,1
6890,double-crosses,1
6891,restricted,1
6892,admiring,1
6893,dusty-grey,1
6894,hydraulically,1
6895,persevere,1
6896,Underwater,1
6897,prohibition,1
6898,border,1
6899,tips,1
6900,injection,1
6901,upsurging,1
6902,unpaid,1
6903,paring,1
6904,beings,1
6905,anchor,1
6906,TODAY,1
6907,Gavin's,1
6908,quickened,1
6909,fountains,1
6910,riveting,1
6911,playfully,1
6912,buses,1
6913,DELIGHTFUL,1
6914,apocalypse,1
6915,deeds,1
6916,colleagues,1
6917,him-,1
6918,shrill,1
6919,3anudder,1
6920,lark,1
6921,chimed,1
6922,cooked,1
6923,blunt,1
6924,anti-Tory,1
6925,helicopter,1
6926,flurry,1
6927,Clean,1
6928,refill,1
6929,taps,1
6930,beats,1
6931,butter,1
6932,1549,1
6933,um-chink,1
6934,uneventful,1
6935,techs,1
6936,ferocity,1
6937,Derush,1
6938,"1,409",1
6939,VINEYARDS,1
6940,Warsaw,1
6941,manage,1
6942,Bagaya,1
6943,captives,1
6944,Body,1
6945,Lieutenant-Commander,1
6946,121,1
6947,canteen,1
6948,FREDERICK,1
6949,Bavarian,1
6950,Hewson's,1
6951,bark,1
6952,strengthen,1
6953,dards,1
6954,slimy,1
6955,subterranean,1
6956,Corsica,1
6957,munching,1
6958,pastime,1
6959,fiercely,1
6960,China,1
6961,warp,1
6962,Enthusiasm,1
6963,Centigrade,1
6964,Parliamentary,1
6965,Stoven,1
6966,Mo,1
6967,odours,1
6968,hidden,1
6969,repertory,1
6970,react,1
6971,mahogany,1
6972,coprecipitating,1
6973,suffocated,1
6974,Savings,1
6975,mother's,1
6976,privilege,1
6977,1934,1
6978,billposter's,1
6979,oblivion,1
6980,electorate,1
6981,wallahs,1
6982,transferred,1
6983,Surbiton,1
6984,10-2,1
6985,tormentors,1
6986,unsatisfac-,1
6987,Nicoison,1
6988,upside,1
6989,contributions,1
6990,pursue,1
6991,Newton,1
6992,roves,1
6993,Jesuit,1
6994,confidential,1
6995,employer,1
6996,Simeon,1
6997,Significantly,1
6998,BRITAIN,1
6999,blasphemies,1
7000,conical,1
7001,insight,1
7002,lightweight,1
7003,neurosis,1
7004,unhealthy,1
7005,squeeze,1
7006,disagree,1
7007,BOOK,1
7008,boundaries,1
7009,spared,1
7010,overheard,1
7011,stirring,1
7012,gallantly,1
7013,sex-maniac,1
7014,Indians,1
7015,convictions,1
7016,echoed,1
7017,dilute,1
7018,slowed,1
7019,documents,1
7020,marble,1
7021,Daphnia,1
7022,occupy,1
7023,Grits,1
7024,nerve-centre,1
7025,robin,1
7026,out-dated,1
7027,muffled,1
7028,dearest,1
7029,observes,1
7030,gall,1
7031,dilettanti,1
7032,scandalous,1
7033,Ogden,1
7034,ging,1
7035,Chagall,1
7036,regime,1
7037,establishing,1
7038,inspecting,1
7039,valuation,1
7040,free-lance,1
7041,Eastern,1
7042,two-day,1
7043,relax,1
7044,herrings,1
7045,manuscripts,1
7046,socket,1
7047,Loop,1
7048,catastrophe,1
7049,controversy,1
7050,advocated,1
7051,rebellion,1
7052,reproach,1
7053,Everybody,1
7054,animation,1
7055,technique,1
7056,Dutch,1
7057,pleased,1
7058,cot,1
7059,years',1
7060,su-,1
7061,reopening,1
7062,warily,1
7063,Britishers,1
7064,diamonds,1
7065,midst,1
7066,Mib,1
7067,Zealand,1
7068,gazed,1
7069,canard,1
7070,blazed,1
7071,styled,1
7072,incapacity,1
7073,basin,1
7074,acknowledgement,1
7075,offe-,1
7076,orderlies,1
7077,screen,1
7078,shelter,1
7079,19th,1
7080,bismuth-,1
7081,manu-,1
7082,measured,1
7083,BRITISH,1
7084,cruelty,1
7085,lobes,1
7086,Rubric,1
7087,resumed,1
7088,tea-cup,1
7089,Fill,1
7090,cough,1
7091,govern,1
7092,nonplussed,1
7093,numerically,1
7094,Tita,1
7095,N,1
7096,deserve,1
7097,caped,1
7098,Strasberg,1
7099,serpents,1
7100,frustration,1
7101,charac-,1
7102,thinks,1
7103,saturated,1
7104,MACMILLAN'S,1
7105,pastries,1
7106,Nero,1
7107,aired,1
7108,circulated,1
7109,variation,1
7110,tear-jerker,1
7111,degrees,1
7112,unfortunately,1
7113,perpetrated,1
7114,rung,1
7115,guise,1
7116,night-time,1
7117,Often,1
7118,Saanich,1
7119,steepest,1
7120,Eager,1
7121,liable,1
7122,pro-communist,1
7123,dreamed,1
7124,Hauptmann,1
7125,Collins,1
7126,forks,1
7127,particulars,1
7128,Give,1
7129,Hamlet,1
7130,WAR,1
7131,dge,1
7132,Cent.,1
7133,REQUIRED,1
7134,Pullman,1
7135,preventive,1
7136,topicality,1
7137,surviving,1
7138,tariffs,1
7139,squeaking,1
7140,Mean-,1
7141,scanning,1
7142,Sing,1
7143,ropes,1
7144,machinations,1
7145,oxidation,1
7146,creeping,1
7147,spoil,1
7148,depart,1
7149,cara,1
7150,Bank's,1
7151,Bath,1
7152,require,1
7153,cakes,1
7154,Foggia,1
7155,kin',1
7156,clarity,1
7157,swings,1
7158,cupping,1
7159,cited,1
7160,scorn,1
7161,0.9,1
7162,flange,1
7163,barge's,1
7164,arguments,1
7165,selling,1
7166,rarely,1
7167,residents',1
7168,Improved,1
7169,pointing,1
7170,demon-,1
7171,horrified,1
7172,brutal,1
7173,Arnold,1
7174,assistance,1
7175,hunt,1
7176,everyone's,1
7177,FRANK,1
7178,faulty,1
7179,mischievous,1
7180,broadcasting,1
7181,maximised,1
7182,tree,1
7183,surge,1
7184,wetter,1
7185,flew,1
7186,Melville's,1
7187,GAITSKELL,1
7188,"2,415,000,000",1
7189,unlimited,1
7190,shrouded,1
7191,backbone,1
7192,stricter,1
7193,Ghana's,1
7194,Worsley,1
7195,retrospective,1
7196,neglige*?,1
7197,enterprises,1
7198,small-to-medium,1
7199,Holland,1
7200,glow,1
7201,expects,1
7202,trifles,1
7203,Flower,1
7204,Surprisingly,1
7205,vineyards,1
7206,townships,1
7207,composts,1
7208,debates,1
7209,sterilized,1
7210,engineers,1
7211,anti-Nato,1
7212,virile,1
7213,lady's,1
7214,maid,1
7215,seriousness,1
7216,Denmark's,1
7217,Gethsemane,1
7218,clad,1
7219,jackets,1
7220,thumb-tack,1
7221,Replying,1
7222,suspense,1
7223,vein,1
7224,patted,1
7225,coolness,1
7226,Toro,1
7227,clock,1
7228,duke,1
7229,mutually,1
7230,indefensible,1
7231,Poles,1
7232,underflow,1
7233,Berochoth,1
7234,roughly-built,1
7235,duration,1
7236,spineless,1
7237,Michelangelo,1
7238,MADE,1
7239,dipping,1
7240,expressionless,1
7241,concei-,1
7242,rightly,1
7243,influx,1
7244,reunification,1
7245,reaped,1
7246,contrived,1
7247,razzamataz,1
7248,astonishment,1
7249,exit,1
7250,money-lenders,1
7251,idyll,1
7252,specimen,1
7253,oscillations,1
7254,Booming,1
7255,diametrically,1
7256,chose,1
7257,chro-,1
7258,Junction,1
7259,misgiving,1
7260,occurring,1
7261,ACCOMPANIED,1
7262,diggings,1
7263,clausi,1
7264,ageing,1
7265,Hambledon,1
7266,profligate,1
7267,mid-morning,1
7268,leaping,1
7269,LARGE-,1
7270,sea-sized,1
7271,Jochai,1
7272,Bayonne,1
7273,jolt,1
7274,audible,1
7275,hullo,1
7276,repetition,1
7277,identified,1
7278,sparingly,1
7279,thermal,1
7280,hereabouts,1
7281,idyllic,1
7282,repeatedly,1
7283,upsurge,1
7284,enter,1
7285,City,1
7286,enhance,1
7287,Consumer,1
7288,predators,1
7289,oh,1
7290,mould,1
7291,rivet,1
7292,Jerry,1
7293,distant,1
7294,ciency,1
7295,shake,1
7296,Greek,1
7297,authentic,1
7298,perspective,1
7299,noteworthy,1
7300,cheating,1
7301,McKenzie,1
7302,gnawing,1
7303,Nestle's,1
7304,lancet,1
7305,Being,1
7306,remotely,1
7307,Detroy,1
7308,Boyle,1
7309,misty,1
7310,stals,1
7311,Atlantic,1
7312,abstract,1
7313,parallel,1
7314,proceeded,1
7315,centage,1
7316,dismal,1
7317,gral,1
7318,incoherent,1
7319,rejoicing,1
7320,woolly,1
7321,WELL,1
7322,hauled,1
7323,Andrei,1
7324,dominance,1
7325,Harry's,1
7326,life-boat,1
7327,bitter,1
7328,stroll,1
7329,beginnings,1
7330,hostility,1
7331,Commander,1
7332,requires,1
7333,"27,000",1
7334,crew,1
7335,sprayer,1
7336,Topics,1
7337,anti-Soviet,1
7338,specialists,1
7339,father-in-,1
7340,sixteen,1
7341,"1,157",1
7342,plate-and-corrugation,1
7343,products,1
7344,Turtledove,1
7345,nook,1
7346,pile,1
7347,outcast,1
7348,Carmichael,1
7349,treat,1
7350,insinuates,1
7351,Substances,1
7352,space-flight,1
7353,multitude,1
7354,exploited,1
7355,Close,1
7356,garlic,1
7357,Maffrey,1
7358,balance-sheet,1
7359,demolish,1
7360,detach,1
7361,butt,1
7362,negotiators,1
7363,drawer,1
7364,subservience,1
7365,BERTRAND,1
7366,penetrate,1
7367,oust,1
7368,disputed,1
7369,possessive,1
7370,Melville,1
7371,MONOTECHNIC,1
7372,Rugby,1
7373,withstand,1
7374,suspicions,1
7375,baggage,1
7376,stead,1
7377,cuttingly,1
7378,artery-like,1
7379,Following,1
7380,Which,1
7381,archers,1
7382,Assistant,1
7383,zirconium-95,1
7384,unbalanced,1
7385,commonest,1
7386,Notte,1
7387,ANGLESEY,1
7388,colours,1
7389,accommodating,1
7390,wonderfully,1
7391,timid,1
7392,eluting,1
7393,cheer,1
7394,seventh,1
7395,unit,1
7396,contingency,1
7397,padre,1
7398,25th,1
7399,trips,1
7400,Convocations,1
7401,embroideries,1
7402,thanks,1
7403,manifest,1
7404,party's,1
7405,diamond,1
7406,Wills,1
7407,Pull,1
7408,ranging,1
7409,plop,1
7410,Sabbath,1
7411,ill-,1
7412,horrid,1
7413,teen,1
7414,empties,1
7415,prescriptions,1
7416,stores,1
7417,Town,1
7418,ignorant,1
7419,Heusinger,1
7420,constitute,1
7421,ponder,1
7422,Lepanto,1
7423,Bunyan's,1
7424,isolation,1
7425,118,1
7426,supporting,1
7427,militarism,1
7428,sphere,1
7429,Crawled,1
7430,950,1
7431,Exit,1
7432,luxurious,1
7433,truism,1
7434,Edusei,1
7435,eyeballs,1
7436,paralysing,1
7437,Schaerf,1
7438,ceremonial,1
7439,Sunderland,1
7440,swirled,1
7441,hung,1
7442,rearm,1
7443,recommendations,1
7444,Charlton,1
7445,comforts,1
7446,Bertram's,1
7447,synchro-,1
7448,Bordeaux,1
7449,beaten,1
7450,critic,1
7451,curve,1
7452,287,1
7453,dislocations,1
7454,gravimetric,1
7455,Gay's,1
7456,crescent-shaped,1
7457,Marshams',1
7458,pursuing,1
7459,Self-deprecation,1
7460,Catherine's,1
7461,drinks,1
7462,broody,1
7463,parting,1
7464,Platt,1
7465,cloud,1
7466,Wood,1
7467,honour,1
7468,full-blooded,1
7469,Except,1
7470,wed,1
7471,guilt,1
7472,nobler,1
7473,chocolate,1
7474,cabins,1
7475,Ambassador,1
7476,tiff,1
7477,execute,1
7478,woerd,1
7479,First-class,1
7480,necks,1
7481,assistants,1
7482,vilised,1
7483,Greppes,1
7484,preferring,1
7485,refitting,1
7486,exams,1
7487,Joost,1
7488,sponged,1
7489,Nuclear,1
7490,warren,1
7491,sword,1
7492,sucked,1
7493,Discounting,1
7494,two-timing,1
7495,petty,1
7496,devices,1
7497,molest,1
7498,Molony,1
7499,Tea,1
7500,flanked,1
7501,capillary,1
7502,breeze,1
7503,significant,1
7504,Geneva,1
7505,d'ose,1
7506,constructing,1
7507,whistling,1
7508,exerting,1
7509,attach,1
7510,Induction,1
7511,rigours,1
7512,unarmed,1
7513,sixth,1
7514,corroded,1
7515,winked,1
7516,retires,1
7517,cliche-ridden,1
7518,odorous,1
7519,Apart,1
7520,heck,1
7521,pseudo,1
7522,knitting,1
7523,sickness,1
7524,sulphur,1
7525,Lot,1
7526,Moore,1
7527,Beier,1
7528,ENOUGH,1
7529,Head,1
7530,Edie,1
7531,lad,1
7532,successfully,1
7533,moderate,1
7534,plainly,1
7535,WROTE,1
7536,truths,1
7537,clarifying,1
7538,gravely,1
7539,Woolwich,1
7540,chairbacks,1
7541,Hungarians,1
7542,fellows,1
7543,shortly,1
7544,afflicted,1
7545,Gunpowder,1
7546,brain-activity,1
7547,dispassionately,1
7548,Commander's,1
7549,petticoat,1
7550,voices,1
7551,ran,1
7552,neuro-physiologists,1
7553,assumes,1
7554,abjectly,1
7555,Re-Armament,1
7556,Emergency,1
7557,DECEASED,1
7558,counter-check,1
7559,Bow-wave,1
7560,packing,1
7561,paraphrase,1
7562,angular,1
7563,Francesco,1
7564,canon,1
7565,Hanson,1
7566,mouths,1
7567,unde-,1
7568,owner-occupiers,1
7569,boutiques,1
7570,cordiality,1
7571,LLOYD,1
7572,vestibule,1
7573,fills,1
7574,GLAD,1
7575,Hiawatha's,1
7576,Kagawa,1
7577,dazzling,1
7578,hell-bound,1
7579,Port,1
7580,portent,1
7581,primarily,1
7582,artisans,1
7583,listened,1
7584,dogged,1
7585,earnest,1
7586,washes,1
7587,inherit,1
7588,Festing,1
7589,paralysed,1
7590,Bouilla-,1
7591,Reich,1
7592,unsui-,1
7593,widow,1
7594,coherent,1
7595,barbarously,1
7596,Whichever,1
7597,Redactors,1
7598,declaring,1
7599,SUTTON,1
7600,Prosecutions,1
7601,Guards,1
7602,Brigham,1
7603,Moffat,1
7604,flock,1
7605,legend,1
7606,Milton,1
7607,expressing,1
7608,virtual,1
7609,5.30,1
7610,executive's,1
7611,expel,1
7612,pairi-deaza,1
7613,Appointment,1
7614,tribe,1
7615,knock-out,1
7616,snow-,1
7617,fighters,1
7618,mostly,1
7619,pot-au-feu,1
7620,Pericles',1
7621,candi-,1
7622,exploration,1
7623,overconfident,1
7624,ACTOR,1
7625,barely,1
7626,taped,1
7627,basses,1
7628,cushions,1
7629,muddle,1
7630,pretence,1
7631,im-,1
7632,inclusion,1
7633,Mocrat,1
7634,martyrs,1
7635,fabricated,1
7636,gust,1
7637,builders,1
7638,staggering,1
7639,aimlessly,1
7640,Aw,1
7641,gladly,1
7642,Workers',1
7643,strengthened,1
7644,morsels,1
7645,bearer,1
7646,Ashmodeus,1
7647,Moabite,1
7648,ve,1
7649,gleam,1
7650,larval,1
7651,unhesitatingly,1
7652,accounted,1
7653,reminders,1
7654,tables,1
7655,Schoenman,1
7656,life-insurances,1
7657,dismayed,1
7658,Jacky's,1
7659,Maffrey's,1
7660,Company,1
7661,saints,1
7662,circumvent,1
7663,hostelry,1
7664,Mofydd,1
7665,7.53-8.11,1
7666,solitary,1
7667,enlarged,1
7668,invaded,1
7669,speechlessly,1
7670,TIME,1
7671,patients',1
7672,receptiveness,1
7673,Bernhard,1
7674,mounting,1
7675,ETU.,1
7676,Wake,1
7677,pathy,1
7678,cardboard,1
7679,painting,1
7680,Pepys,1
7681,picks,1
7682,gang,1
7683,Sample,1
7684,Regression,1
7685,num-,1
7686,distributed,1
7687,device,1
7688,presen-,1
7689,baronage,1
7690,Boycott,1
7691,planet,1
7692,propagating,1
7693,draft,1
7694,feeder,1
7695,frostbite,1
7696,Moses,1
7697,recommen-,1
7698,quaking,1
7699,surfacing,1
7700,moreover,1
7701,Root,1
7702,20-month-old,1
7703,doubtless,1
7704,stringy,1
7705,Sark,1
7706,rota,1
7707,Angeles,1
7708,Comprehensive,1
7709,poorest,1
7710,duchess,1
7711,Drink,1
7712,spacious,1
7713,objectionable,1
7714,rope,1
7715,commenting,1
7716,crestfallen,1
7717,Turkish,1
7718,analysed,1
7719,Souvanna's,1
7720,toying,1
7721,deputise,1
7722,week's,1
7723,surest,1
7724,Angola,1
7725,CLASS,1
7726,interrogations,1
7727,pieced,1
7728,saluted,1
7729,Ann,1
7730,Lovers,1
7731,substantial,1
7732,condiment,1
7733,landmark,1
7734,shiny,1
7735,jail,1
7736,winch,1
7737,contrasting,1
7738,CONCURRENCE,1
7739,lime,1
7740,braked,1
7741,imported,1
7742,Laurier,1
7743,dea-,1
7744,classed,1
7745,demonstra-,1
7746,bridal,1
7747,punished,1
7748,uncontrolled,1
7749,stagging,1
7750,workshop,1
7751,bestow,1
7752,Pilgrim,1
7753,Bythotrephes,1
7754,deposits,1
7755,wording,1
7756,cabin,1
7757,yarn,1
7758,tootin',1
7759,chloride,1
7760,mooring-hook,1
7761,ivory-thumping,1
7762,unswerving,1
7763,verger,1
7764,site,1
7765,Amen,1
7766,whoever,1
7767,conceded,1
7768,reshuffle,1
7769,the-Bomb,1
7770,letzt,1
7771,malpais,1
7772,hint,1
7773,relieve,1
7774,cameras,1
7775,signalman,1
7776,bargain,1
7777,virtually,1
7778,puts,1
7779,subsidies,1
7780,loves,1
7781,depict,1
7782,Herring,1
7783,comparati-,1
7784,pre-conceived,1
7785,Naughty,1
7786,ripened,1
7787,company's,1
7788,CHARGE,1
7789,chums,1
7790,soared,1
7791,Separation,1
7792,precipitating,1
